RMS,Kurtosis,CrestFactor,P2P,CurrentAmp,DominantFreq,SpectralEnergy,Temp,Label
3.193,0.235,2.261,6.700,3.09,6.72,809.00,33.50,1
3.361,-0.402,2.010,6.266,0.62,6.85,820.09,33.50,1
3.314,-0.063,2.028,6.181,2.00,7.56,762.03,33.50,1
3.445,-0.576,1.827,5.480,2.96,7.83,802.64,33.50,1
3.430,-0.789,1.732,5.527,2.82,5.35,719.14,33.50,1
3.404,-0.488,1.858,5.852,2.91,5.85,778.52,33.50,1
3.239,0.258,2.103,6.468,1.15,6.02,690.03,33.50,1
3.296,-0.325,1.900,5.332,1.81,6.62,730.27,33.56,1
3.113,0.141,2.033,5.846,1.01,6.73,775.72,33.56,1
3.371,0.537,2.180,7.098,2.15,6.05,826.17,33.50,1
4.322,1.249,2.510,10.573,1.89,3.24,768.85,33.56,1
0.170,13.891,4.553,0.742,0.00,3.63,25.36,33.56,1
0.216,2.806,3.170,0.656,0.00,4.26,67.92,33.50,1
4.487,0.327,2.226,9.518,2.22,5.57,1134.52,33.62,1
4.339,2.616,2.245,8.427,2.03,7.26,981.98,33.62,1
5.941,0.572,2.442,13.975,3.29,15.53,1744.73,33.62,1
2.338,-0.030,2.120,4.654,3.40,4.73,599.65,33.62,1
2.616,0.058,2.124,4.911,4.45,4.75,665.52,33.62,1
2.777,0.218,2.270,5.728,3.34,5.71,701.64,33.62,1
2.655,-0.384,2.109,5.230,2.05,5.63,705.69,33.62,1
2.901,-0.224,2.144,5.803,3.16,9.08,763.91,33.62,1
2.762,-0.644,1.900,4.540,4.97,5.23,637.65,33.62,1
2.624,0.013,1.958,4.708,3.42,7.37,590.84,33.69,1
2.593,0.453,2.132,4.975,2.50,5.91,601.17,33.62,1
4.018,2.080,2.752,10.510,2.16,3.44,640.04,33.62,1
2.502,-0.603,1.931,4.162,1.77,6.39,562.92,33.69,1
2.625,0.920,2.472,6.018,2.35,6.90,648.56,33.69,1
2.565,-0.300,2.189,4.942,1.92,6.04,606.70,33.62,1
2.584,-0.212,2.132,4.774,2.89,6.80,631.17,33.69,1
2.533,1.122,2.455,6.097,2.50,5.71,640.46,33.69,1
2.516,0.005,2.220,5.085,2.56,6.83,641.14,33.69,1
2.643,-0.555,1.816,4.245,0.84,5.41,600.01,33.69,1
2.556,0.106,2.338,5.456,2.38,5.66,627.19,33.69,1
2.427,0.023,2.031,4.493,2.08,5.27,541.23,33.75,1
2.691,0.058,1.992,4.620,2.00,3.84,552.44,33.75,1
2.716,-0.038,2.075,5.266,1.66,5.74,719.59,33.69,1
2.625,-0.005,2.066,4.730,1.66,6.77,672.37,33.75,1
2.692,0.596,2.302,6.009,1.43,5.17,657.12,33.75,1
2.747,-0.100,1.848,4.387,0.90,7.17,653.76,33.75,1
2.434,0.932,2.217,5.140,2.33,4.61,581.29,33.69,1
2.618,-0.155,1.986,4.687,2.52,7.22,667.00,33.75,1
2.633,0.504,2.211,5.211,1.10,6.12,685.60,33.75,1
2.541,0.218,2.044,4.688,2.71,6.86,607.89,33.75,1
2.625,0.106,2.030,4.815,2.55,6.52,617.14,33.75,1
2.842,-0.471,1.959,5.143,2.12,5.90,695.77,33.81,1
2.809,-0.008,2.073,5.468,2.85,4.99,646.19,33.81,1
2.740,-0.054,1.965,5.099,1.40,6.25,694.50,33.81,1
2.656,-0.236,1.840,3.979,1.47,6.39,601.01,33.81,1
2.794,-0.602,2.017,5.235,0.81,5.53,676.82,33.81,1
2.380,-0.045,2.180,4.931,2.71,7.48,630.71,33.81,1
0.977,2.047,3.442,3.335,0.00,-26.10,159.60,33.81,1
RMS,Kurtosis,CrestFactor,P2P,CurrentAmp,DominantFreq,SpectralEnergy,Temp,Label
7.936,-0.732,1.979,14.708,1.96,14.14,1943.85,-127.00,1
2.755,0.512,2.141,5.082,1.96,6.37,600.25,33.94,1
2.712,-0.674,1.859,4.739,0.33,7.02,593.07,33.94,1
2.565,0.392,1.947,4.486,1.52,6.82,591.39,33.94,1
2.678,-0.731,1.701,4.031,1.86,6.87,601.78,33.94,1
2.867,0.303,1.909,5.071,0.00,5.73,718.03,34.00,1
2.753,1.791,2.348,5.791,2.10,5.88,506.89,34.00,1
3.115,-0.778,1.664,4.657,0.85,5.92,698.31,34.00,1
3.111,-0.218,1.983,5.404,1.55,6.72,710.69,34.00,1
3.130,-0.526,1.758,4.962,0.82,8.55,678.81,34.00,1
2.819,-0.208,1.728,4.148,2.23,7.38,585.67,34.00,1
2.684,0.313,2.170,5.560,1.69,6.06,610.32,34.06,1
2.716,-0.185,1.988,5.028,1.69,7.13,698.49,34.06,1
3.029,0.147,2.025,5.120,0.52,6.26,697.41,34.00,1
2.929,-0.201,1.851,4.445,1.82,6.94,655.92,34.06,1
2.650,-0.015,1.962,4.827,0.29,7.06,596.85,34.06,1
2.736,-0.783,1.806,4.084,2.27,6.13,596.72,34.06,1
2.759,-0.436,1.751,4.092,1.75,5.25,577.42,34.06,1
2.865,0.192,2.043,5.268,1.25,4.87,640.90,34.06,1
2.514,-0.083,2.053,4.888,1.99,6.67,594.27,34.06,1
4.116,0.368,2.329,8.589,1.91,4.91,844.81,34.12,1
4.902,1.336,2.609,11.818,2.33,3.11,777.83,34.12,1
2.669,0.088,2.015,5.224,3.84,6.41,628.48,34.12,1
2.697,-0.138,2.187,5.591,2.31,6.56,713.60,34.12,1
2.426,-0.404,1.934,4.412,3.60,5.95,585.17,34.12,1
2.353,0.678,2.479,5.449,3.16,7.17,575.68,34.12,1
2.439,-0.293,1.915,4.065,2.56,5.34,558.43,34.19,1
2.512,-0.477,1.883,4.171,0.94,6.13,592.96,34.12,1
2.558,-0.241,1.907,4.569,2.09,5.38,567.84,34.19,1
2.329,-0.384,1.987,4.478,0.71,5.97,545.95,34.19,1
2.294,0.062,2.132,4.604,2.42,5.25,530.99,34.19,1
2.407,-0.356,1.821,4.192,1.52,7.62,531.83,34.19,1
2.456,-0.466,1.861,4.368,2.44,6.08,594.67,34.19,1
2.506,-0.018,2.011,4.592,0.34,7.62,613.28,34.19,1
2.489,-0.316,1.908,4.121,1.85,5.68,582.25,34.25,1
2.649,-0.071,1.932,4.370,0.35,6.36,626.97,34.25,1
2.746,-0.463,1.960,4.764,1.17,6.57,645.48,34.25,1
2.904,-0.599,1.848,4.558,0.17,5.21,677.13,34.25,1
3.142,0.018,2.236,6.323,0.66,6.66,751.40,34.25,1
2.927,-0.542,2.084,5.599,1.57,6.09,703.11,34.25,1
3.055,-0.174,1.990,5.598,1.91,7.39,740.56,34.25,1
2.905,0.337,2.149,5.679,1.54,6.96,686.45,34.25,1
2.458,0.239,2.132,4.745,1.25,6.99,605.48,34.25,1
2.820,0.585,2.234,5.745,1.05,4.47,626.54,34.31,1
3.682,2.235,3.025,10.314,1.94,3.22,751.43,34.31,1
3.616,1.049,2.390,8.115,1.01,6.40,957.50,34.31,1
2.220,0.416,2.344,5.076,1.30,5.62,618.02,34.31,1
2.630,-0.124,2.022,4.947,1.15,5.49,584.66,34.31,1
2.492,-0.013,2.073,4.697,0.86,5.11,589.68,34.31,1
2.400,-0.309,2.035,4.331,0.71,5.02,546.82,34.38,1
2.589,0.108,1.967,4.447,3.16,5.82,622.31,34.38,1
2.465,-0.246,1.920,4.271,1.27,6.71,546.66,34.38,1
3.022,2.122,2.689,7.859,3.25,3.65,585.56,34.38,1
4.218,2.995,3.072,12.690,1.90,3.14,641.45,34.38,1
2.598,-0.058,2.191,4.980,3.53,5.50,671.35,34.38,1
4.239,2.474,2.878,11.724,0.25,2.95,681.51,34.44,1
2.371,0.941,2.236,4.940,3.56,6.57,553.67,34.44,1
5.105,1.105,2.802,13.727,0.61,3.04,895.50,34.38,1
2.539,-0.148,2.044,4.866,2.35,6.97,599.56,34.44,1
2.307,0.064,2.153,4.527,1.69,6.06,613.96,34.44,1
2.273,0.099,2.211,4.632,1.95,7.55,575.14,34.44,1
2.433,-0.045,2.027,4.501,0.41,6.36,551.63,34.44,1
2.588,-0.250,2.163,5.069,0.36,4.88,678.70,34.44,1
2.611,0.772,2.505,5.939,1.44,4.61,600.41,34.50,1
7.833,-1.138,1.964,14.698,2.38,-245.69,1937.84,34.50,1
2.255,0.601,2.392,4.876,1.15,7.01,554.17,34.50,1
5.925,-0.059,2.542,14.509,0.40,4.65,1226.85,34.50,1
4.229,3.790,3.076,12.343,1.46,3.05,646.86,34.50,1
2.207,-0.178,2.042,3.954,1.89,5.67,486.44,34.56,1
7.621,-0.809,2.047,14.949,0.91,-17.39,2185.13,34.50,1
2.489,0.674,2.181,5.119,3.07,6.88,602.60,34.56,1
4.063,1.787,2.733,10.444,2.45,3.31,859.91,34.56,1
2.943,-0.236,2.028,5.780,0.00,3.99,677.54,34.56,1
2.669,-0.064,2.104,5.329,0.74,7.98,699.12,34.56,1
0.101,6.737,3.106,0.303,0.00,4.21,21.41,34.56,1
0.164,5.425,3.447,0.554,0.00,7.46,46.78,34.62,1
