RMS,Kurtosis,CrestFactor,P2P,CurrentAmp,DominantFreq,SpectralEnergy,Temp,Label
4.278,-0.094,2.091,8.499,0.22,7.84,1016.19,32.38,0
4.304,-0.285,2.053,8.386,0.43,6.59,1105.46,32.38,0
4.233,-0.366,1.995,7.738,0.0,5.95,975.1,32.44,0
4.403,-0.011,2.098,8.16,0.35,6.47,997.38,32.38,0
4.296,-0.063,2.139,8.546,0.0,7.04,1112.79,32.38,0
4.094,-0.025,2.035,7.892,1.93,6.64,930.85,32.38,0
4.306,-0.476,1.86,7.513,0.38,5.16,992.36,32.38,0
4.314,0.02,2.047,8.226,0.56,8.0,1063.64,32.38,0
4.307,-0.156,1.992,7.747,0.0,5.58,966.16,32.38,0
4.465,-0.12,2.154,9.012,0.5,6.4,996.47,32.38,0
4.261,0.398,2.284,8.898,1.68,5.12,954.7,32.38,0
5.643,0.21,2.633,14.056,1.01,7.67,1444.89,32.38,0
4.311,-0.275,1.947,7.781,2.16,6.1,1011.08,32.38,0
4.239,-0.245,1.995,7.925,0.72,6.91,1046.13,32.38,0
4.423,-0.3,1.884,7.978,0.61,5.76,952.28,32.38,0
4.209,-0.561,2.047,7.991,1.94,6.79,955.31,32.38,0
4.7,-0.659,1.982,8.681,0.49,7.2,1070.84,32.38,0
4.413,-0.247,2.057,8.478,1.39,7.68,1012.97,32.38,0
4.355,-0.069,1.982,7.95,3.14,7.17,1007.02,32.38,0
4.327,-0.085,2.176,8.89,1.88,6.5,997.8,32.38,0
4.425,-0.414,2.091,8.597,2.44,6.82,1122.25,32.38,0
4.199,-0.695,1.96,7.455,0.77,6.18,966.33,32.38,0
4.469,0.248,2.044,8.585,2.23,7.52,1031.03,32.38,0
4.444,0.108,1.982,8.026,0.81,5.89,996.03,32.38,0
4.305,-0.447,2.087,8.518,0.96,6.67,1027.12,32.38,0
4.54,0.169,2.205,9.583,1.59,5.81,1093.42,32.38,0
4.259,0.157,2.239,8.942,2.13,6.33,1000.86,32.38,0
4.919,-0.099,1.979,9.104,0.48,4.67,1194.32,32.38,0
4.218,0.0,2.257,8.913,0.64,8.02,1025.09,32.38,0
4.427,0.42,2.267,9.703,1.39,7.47,1139.59,32.38,0
4.132,-0.465,1.931,7.21,0.26,7.51,933.48,32.38,0
4.447,0.171,2.045,8.32,1.28,7.52,989.73,32.38,0
4.67,-0.306,2.006,8.351,2.37,5.58,1071.35,32.38,0
4.439,-0.457,2.084,8.771,1.74,7.79,1061.65,32.31,0
4.223,-0.253,2.165,8.521,0.51,6.17,974.11,32.38,0
4.612,-0.223,2.087,9.285,1.16,8.04,1192.11,32.38,0
4.409,-0.409,2.041,8.115,0.61,5.62,965.46,32.31,0
4.271,-0.093,2.273,9.321,0.0,7.28,1000.15,32.38,0
4.344,-0.154,2.165,8.728,0.81,7.8,1037.05,32.38,0
4.438,0.027,2.095,8.697,1.79,4.26,942.88,32.38,0
4.216,-0.212,2.175,8.779,0.3,7.88,1085.06,32.38,0
4.228,-0.305,2.159,7.91,1.7,6.13,1023.45,32.38,0
4.558,-0.64,1.987,8.611,0.83,5.14,1045.2,32.38,0
4.38,-0.443,2.009,8.272,1.9,7.59,1023.03,32.38,0
4.386,-0.056,1.987,7.861,0.67,7.06,949.54,32.38,0
4.382,-0.439,2.064,8.613,0.63,4.57,920.43,32.44,0
4.406,-0.262,2.014,8.354,2.6,6.82,939.81,32.44,0
4.484,0.094,2.114,8.129,0.2,6.22,989.03,32.44,0
4.468,-0.315,1.988,8.485,1.28,5.59,978.58,32.44,0
4.229,0.38,2.247,9.039,0.35,6.66,997.58,32.44,0
4.269,-0.632,1.94,7.807,0.82,6.27,934.77,32.44,0
4.231,-0.236,1.908,7.308,0.82,6.27,901.72,32.5,0
4.194,-0.4,2.076,8.214,0.58,6.61,1024.34,32.5,0
4.352,-0.287,2.065,8.323,0.0,6.04,983.42,32.5,0
4.118,0.031,2.075,7.648,0.34,5.83,907.46,32.44,0
4.335,0.206,2.176,8.683,0.59,6.26,922.86,32.5,0
4.494,-0.441,1.94,7.893,1.1,7.17,1002.47,32.44,0
4.502,0.266,2.295,10.002,1.32,5.97,1070.74,32.44,0
4.626,0.149,2.145,9.614,1.03,5.5,1079.0,32.44,0
4.264,-0.405,2.062,8.295,0.32,6.48,1025.93,32.44,0
4.605,0.192,2.271,9.883,0.91,7.91,1171.27,32.44,0
4.329,-0.146,2.168,8.799,0.92,6.5,1085.32,32.44,0
4.278,-0.359,2.034,8.237,0.93,6.86,974.24,32.44,0
4.405,-0.051,2.119,8.676,0.72,7.46,1201.77,32.44,0
4.356,-0.194,2.002,8.438,0.78,7.61,1021.1,32.44,0
4.48,-0.163,2.212,9.371,0.77,7.79,1105.89,32.44,0
4.427,0.028,2.262,9.628,0.84,6.18,1015.17,32.5,0
4.585,-0.043,2.156,9.232,0.2,6.15,1081.43,32.44,0
4.452,0.378,2.321,9.638,0.9,6.1,1117.38,32.44,0
4.541,-0.181,1.956,8.243,0.63,6.09,995.38,32.44,0
4.524,0.546,2.247,9.705,0.75,6.83,1052.66,32.44,0
4.364,0.231,2.137,8.741,0.6,7.43,1132.38,32.44,0
4.528,-0.259,2.235,9.934,0.34,6.22,969.17,32.44,0
4.402,-0.078,2.118,8.675,0.68,6.34,968.16,32.44,0
4.554,0.027,2.201,9.269,0.15,7.43,1136.21,32.44,0
4.552,0.352,2.26,9.912,0.54,6.12,1011.36,32.44,0
4.551,0.593,2.212,9.405,0.28,6.09,1048.94,32.44,0
4.71,0.067,2.172,9.346,0.68,6.19,1114.91,32.44,0
4.531,0.268,2.054,8.599,0.77,6.56,1035.38,32.44,0
4.512,-0.234,2.117,9.056,0.29,5.9,1066.65,32.44,0
4.665,-0.154,2.116,9.386,0.4,5.48,1060.01,32.44,0
4.468,0.628,2.26,9.452,0.81,6.89,1017.84,32.44,0
4.741,0.374,2.228,9.762,0.0,5.81,1113.49,32.44,0
4.445,0.554,2.25,9.536,2.57,6.82,1095.53,32.44,0
4.686,0.402,2.314,10.594,0.5,6.95,1108.08,32.44,0
4.516,0.615,2.489,10.919,0.57,6.81,1145.39,32.44,0
4.364,1.193,2.494,9.954,0.58,5.86,1008.86,32.38,0
4.53,-0.035,2.057,8.66,1.51,6.88,1017.84,32.44,0
4.521,-0.077,2.258,9.527,0.0,5.55,1056.08,32.44,0
4.66,0.116,2.203,9.979,0.39,7.06,1134.2,32.44,0
4.639,0.272,2.196,9.746,1.01,5.27,1030.08,32.44,0
4.427,-0.036,2.247,9.238,0.95,6.09,1036.87,32.44,0
4.682,-0.048,1.982,8.722,0.0,6.57,1091.21,32.44,0
4.364,0.135,2.204,8.711,2.25,6.76,963.67,32.44,0
4.435,-0.292,2.049,8.18,0.34,6.61,1005.45,32.38,0
4.735,1.191,2.279,9.786,4.1,5.53,1054.78,32.38,0
4.473,0.112,2.159,9.19,2.12,6.28,1015.57,32.44,0
4.756,-0.289,2.078,9.015,1.74,7.52,1193.97,32.38,0
4.468,-0.427,1.994,8.012,2.09,7.47,1029.49,32.38,0
4.607,-0.307,2.158,9.494,1.68,5.7,1007.62,32.38,0
4.499,0.262,2.073,8.362,1.76,5.18,1010.63,32.38,0
4.541,0.076,2.14,9.034,0.21,7.29,1009.34,32.38,0
4.509,-0.576,1.882,8.173,2.12,6.9,1040.69,32.38,0
4.421,-0.097,2.025,8.199,0.0,6.59,1041.03,32.31,0
4.423,-0.212,2.215,9.472,1.14,6.99,1016.43,32.31,0
4.464,-0.04,2.156,9.105,0.96,5.84,1048.64,32.38,0
4.558,-0.228,2.067,8.439,0.88,6.21,1075.74,32.38,0
4.501,-0.277,2.007,8.191,0.52,6.29,1027.24,32.31,0
4.438,-0.23,2.144,9.014,2.21,6.36,1025.37,32.38,0
4.495,-0.658,1.851,7.856,0.91,7.16,971.32,32.38,0
4.381,-0.893,1.808,7.316,0.82,5.96,1031.67,32.38,0
4.532,-0.351,1.982,7.997,1.49,6.72,1032.7,32.38,0
4.497,-0.258,1.921,8.389,2.28,6.5,989.26,32.38,0
4.459,-0.404,2.083,8.621,0.61,7.02,1043.81,32.31,0
4.574,-0.039,2.07,8.915,0.47,6.66,1001.12,32.31,0
4.476,-0.42,2.028,8.649,0.63,6.08,1016.56,32.31,0
4.668,-0.458,2.024,9.223,0.84,6.48,1048.43,32.31,0
4.57,-0.262,2.158,9.379,0.63,6.8,1074.28,32.31,0
4.556,-0.764,2.068,8.548,0.48,7.08,1019.6,32.31,0
4.627,-0.39,1.892,8.478,0.63,6.72,1065.6,32.31,0
4.64,-0.532,1.838,8.266,0.0,6.27,1034.72,32.31,0
4.528,-0.208,1.941,8.328,1.28,5.59,1043.66,32.31,0
4.669,-0.521,1.975,8.91,0.78,6.48,1091.26,32.31,0
4.588,-0.053,2.027,8.837,0.0,6.38,1017.14,32.31,0
4.49,-0.441,2.0,8.546,0.54,6.14,1004.35,32.31,0
4.738,-0.588,1.973,8.871,0.0,5.97,1080.98,32.31,0
4.385,-0.904,1.816,7.55,0.89,5.78,969.45,32.31,0
4.625,-0.724,2.036,8.715,0.86,5.83,1030.03,32.31,0
4.551,-0.657,1.963,8.283,1.0,6.47,1012.14,32.31,0
4.489,-0.649,1.904,7.87,0.76,6.78,996.65,32.31,0
4.605,-0.665,2.028,8.893,0.28,6.88,1092.93,32.31,0
4.362,-0.465,2.047,8.431,0.2,6.87,943.17,32.31,0
4.533,-0.716,1.834,7.9,0.91,5.75,978.6,32.31,0
4.453,-0.438,2.064,8.736,0.26,5.91,1008.85,32.31,0
4.536,-0.398,1.958,8.406,0.87,5.8,1041.04,32.31,0
4.562,0.364,2.426,10.616,1.33,5.18,1007.51,32.31,0
4.459,-0.412,1.953,8.119,0.16,6.9,992.36,32.38,0
4.765,-0.503,1.923,8.528,2.03,6.79,1041.67,32.38,0
4.545,-0.183,2.24,9.415,2.03,6.86,1042.2,32.38,0
4.739,-0.525,1.889,8.48,2.04,5.87,1005.87,32.38,0
4.623,-0.189,2.045,8.579,1.27,5.84,1028.11,32.38,0
4.746,0.275,2.435,11.084,2.58,5.19,1111.81,32.38,0
4.707,-0.326,2.016,8.528,0.92,7.07,1059.65,32.38,0
4.46,-0.372,2.127,9.276,0.76,6.02,982.65,32.38,0
5.654,1.246,2.628,14.179,0.58,3.53,1355.27,32.38,0
4.49,-0.437,1.95,8.319,0.22,6.05,952.28,32.38,0
4.567,-0.578,2.022,9.081,2.37,6.84,1037.62,32.38,0
4.462,-0.553,1.973,8.219,1.87,6.36,963.65,32.38,0
4.363,-0.496,1.945,7.637,2.5,5.33,930.9,32.38,0
4.538,0.029,2.01,8.722,2.02,4.67,946.48,32.44,0
4.4,-0.244,2.059,8.849,0.35,6.71,1022.13,32.44,0
4.637,-0.614,1.968,8.141,0.21,6.74,1009.27,32.38,0
4.405,-0.277,1.961,7.464,2.25,6.88,964.56,32.44,0
4.43,-0.667,1.853,7.643,0.6,6.95,1013.28,32.44,0
4.491,-0.525,1.9,7.544,0.3,5.75,989.57,32.44,0
4.393,-0.54,1.924,8.224,0.84,5.18,938.55,32.44,0
4.58,-0.991,1.831,7.544,1.05,7.21,1035.12,32.44,0
4.329,-0.604,1.992,7.816,0.77,7.3,973.98,32.5,0
4.682,-0.484,1.982,8.823,0.5,8.08,1162.05,32.5,0
4.618,-0.123,2.112,9.081,0.61,6.37,1060.74,32.44,0
4.472,-0.569,1.95,8.115,1.39,7.3,1008.3,32.5,0
4.614,0.148,2.029,8.453,0.29,6.36,993.67,32.5,0
4.617,-0.206,2.089,9.232,0.88,5.8,1050.67,32.5,0
4.526,-0.207,2.145,8.947,0.93,8.1,1071.21,32.5,0
4.558,0.165,2.288,10.033,1.09,6.47,1119.61,32.5,0
4.809,0.043,2.008,9.034,0.3,7.4,1129.42,32.5,0
4.688,0.299,2.326,10.257,0.82,7.12,1126.68,32.5,0
4.465,-0.519,1.896,7.863,0.0,6.96,1007.28,32.5,0
4.823,-0.152,2.083,9.484,0.3,6.43,1164.1,32.5,0
4.599,-0.24,1.98,8.583,0.0,6.36,1087.62,32.5,0
4.542,-0.328,2.182,9.666,1.06,6.79,1030.95,32.5,0
4.539,0.435,2.123,9.052,0.29,7.28,1025.14,32.56,0
4.797,3.083,3.098,14.259,0.39,5.03,991.6,32.5,0
4.686,-0.001,2.031,9.148,0.0,6.7,1071.72,32.56,0
4.554,-0.061,2.008,8.605,1.08,6.37,1027.2,32.5,0
4.733,-0.364,2.136,9.788,0.71,6.25,1042.51,32.56,0
4.732,-0.762,1.913,8.422,1.82,6.28,1162.65,32.56,0
4.46,-0.742,1.95,8.37,0.0,5.63,996.16,32.56,0
4.569,-0.734,1.742,6.992,0.84,5.81,980.46,32.56,0
4.639,-0.51,1.938,8.155,1.03,6.59,1032.94,32.56,0
4.446,-0.762,1.866,7.549,1.45,5.64,996.03,32.56,0
4.567,-0.659,1.881,7.899,0.65,5.48,1032.76,32.56,0
4.649,-0.937,1.872,7.935,0.99,5.85,1034.49,32.56,0
4.723,0.242,2.061,9.299,2.1,5.56,1028.5,32.56,0
4.612,-0.363,1.936,8.435,0.68,6.54,984.17,32.56,0
4.472,-0.577,1.909,8.024,0.3,7.12,1041.2,32.56,0
4.496,-0.651,1.953,8.249,0.34,6.59,1003.75,32.56,0
4.863,-0.846,1.829,8.117,0.66,7.42,1163.54,32.56,0
4.772,-0.656,1.884,8.388,0.61,7.81,1116.43,32.56,0
4.634,-0.535,1.827,8.112,0.2,6.62,1035.05,32.56,0
4.672,-0.676,1.863,8.254,0.77,6.48,1073.55,32.56,0
4.817,-0.763,1.868,8.574,0.46,7.19,1099.7,32.56,0
4.715,-0.75,1.995,9.001,1.05,5.64,1096.27,32.56,0
4.719,-0.768,1.812,7.83,0.38,6.3,1054.49,32.5,0
4.806,-0.735,1.807,7.995,0.37,6.69,1125.32,32.56,0
4.599,-0.486,2.012,8.634,0.78,6.94,1092.4,32.56,0
4.893,-0.691,1.89,8.853,0.91,6.18,1090.0,32.56,0
4.615,-0.699,1.889,8.266,0.48,6.53,1099.45,32.56,0
4.629,-0.509,1.877,7.995,0.99,7.14,1090.5,32.56,0
4.837,-0.506,1.939,8.824,0.47,6.74,1133.5,32.56,0
4.75,-0.56,2.006,8.989,1.05,7.08,1089.92,32.56,0
4.62,-0.453,1.973,8.675,1.05,6.12,1069.81,32.56,0
4.806,-0.028,2.042,9.23,0.0,6.0,1071.89,32.56,0
4.789,-0.309,2.0,9.075,0.68,7.97,1086.3,32.56,0
4.642,-0.58,1.969,8.798,1.33,6.25,1031.93,32.62,0
4.736,-0.555,1.881,8.142,1.79,6.33,1061.25,32.62,0
4.768,-0.575,1.964,8.939,0.2,6.91,1090.28,32.56,0
4.799,-0.302,2.04,9.451,2.02,5.74,1085.26,32.56,0
4.763,-0.259,2.119,9.297,0.85,5.49,1107.72,32.62,0
4.726,-0.581,1.812,8.154,1.54,6.61,1044.29,32.62,0
4.749,-0.567,2.069,9.085,0.0,6.18,1106.8,32.62,0
4.714,-0.723,1.882,7.998,1.86,7.71,1144.27,32.56,0
4.687,-0.835,1.893,8.131,0.73,6.72,1033.72,32.62,0
4.812,-0.705,1.779,7.681,2.08,5.67,1027.45,32.62,0
4.662,-0.263,1.897,8.506,1.3,5.77,1011.78,32.56,0
4.568,-0.506,1.982,8.13,0.98,8.25,1031.42,32.62,0
4.786,0.171,2.075,9.357,2.28,6.67,1048.57,32.62,0
4.896,0.234,1.988,8.882,2.48,9.48,1413.89,32.62,0
4.422,-0.103,2.002,8.493,0.53,5.98,778.02,32.62,0
4.708,-0.687,1.966,8.745,1.44,5.97,916.84,32.62,0
4.529,-0.44,2.009,8.507,0.54,6.91,1029.44,32.69,0
4.573,0.048,2.225,9.607,0.91,6.48,999.21,32.69,0
4.371,-0.728,1.911,7.756,0.29,6.69,957.95,32.69,0
4.347,-0.176,2.049,8.651,0.91,7.59,997.19,32.75,0
4.484,0.055,2.278,9.71,0.29,7.38,1052.93,32.75,0
4.531,0.061,2.16,9.388,0.68,5.4,1009.87,32.75,0
4.654,-0.736,1.929,8.269,0.7,5.89,1075.27,32.75,0
4.76,-0.333,2.01,8.613,0.55,7.72,1136.32,32.75,0
4.438,-0.573,1.867,8.163,0.85,6.07,1010.1,32.81,0
4.654,-0.972,1.901,7.941,0.86,6.7,1073.57,32.81,0
4.527,-0.009,2.076,8.911,0.86,6.68,1016.55,32.81,0
4.604,0.105,2.023,8.524,0.72,6.44,1007.81,32.81,0
5.012,0.011,2.036,9.83,0.72,6.69,1148.43,32.81,0
4.524,0.157,2.135,8.871,1.34,10.33,1058.55,32.88,0
5.099,-0.395,1.891,8.592,2.16,6.66,968.91,32.88,0
4.623,0.094,1.956,8.396,1.59,8.06,1027.26,32.88,0
3.316,-0.441,1.538,4.787,2.16,6.51,617.33,32.94,0
4.547,-1.309,1.647,6.863,0.71,9.81,945.73,32.88,0
4.915,-0.183,2.042,9.689,1.84,4.36,1057.58,32.94,0
4.399,-1.243,1.817,7.584,0.47,8.46,892.54,32.94,0
5.236,-0.709,1.682,8.373,1.22,7.65,1067.25,32.94,0
5.189,-0.324,1.691,7.812,0.0,7.32,980.69,32.94,0
4.869,-1.353,1.759,8.351,0.66,8.07,999.66,33.0,0
5.019,-0.379,2.124,10.295,0.57,10.35,1047.9,33.0,0
4.782,0.042,2.13,9.714,0.0,3.7,932.25,33.0,0
4.544,0.33,2.379,10.334,0.64,5.05,991.07,33.0,0
4.592,-0.518,1.863,8.156,0.69,4.17,896.48,33.06,0
4.558,0.397,2.035,8.819,1.08,7.88,946.17,33.0,0
4.462,-0.986,1.907,7.947,0.95,5.58,969.45,33.0,0
4.918,-1.0,1.843,8.728,0.0,5.84,984.54,33.06,0
4.017,-0.804,1.861,6.88,0.95,5.39,790.26,33.12,0
3.926,-0.701,1.824,6.942,0.58,5.25,704.84,33.06,0
4.408,0.115,2.07,8.258,1.03,3.87,752.85,33.06,0
4.504,1.118,2.451,10.652,0.91,6.15,767.25,33.06,0
5.118,-0.855,1.82,8.776,1.12,8.12,985.35,33.12,0
4.373,0.024,1.967,7.633,1.6,13.16,1014.83,33.12,0
5.256,-0.719,1.973,10.261,0.21,12.61,1044.02,33.12,0
3.804,1.942,2.393,8.489,1.05,4.39,628.86,33.12,0
5.355,-0.455,1.824,8.13,0.0,7.99,1032.89,33.12,0
4.696,-0.356,1.818,7.964,0.85,7.57,919.76,33.12,0
4.496,-0.562,1.886,8.001,1.15,8.77,897.96,33.19,0
4.966,-0.59,1.777,8.509,0.18,8.71,1028.91,33.19,0
3.736,-1.164,1.583,5.338,0.41,5.91,744.35,33.25,0
4.232,0.07,2.043,7.785,0.0,3.84,662.01,33.19,0
4.855,0.189,2.064,8.997,0.0,8.76,1055.79,33.25,0
4.29,-0.555,1.766,7.304,0.58,8.26,872.53,33.25,0
4.717,0.31,2.158,9.207,0.4,7.28,823.45,33.25,0
4.354,-0.349,1.66,5.946,0.2,6.84,828.49,33.25,0
3.456,-1.009,1.543,4.562,0.68,6.39,680.65,33.25,0
5.56,-0.69,1.738,8.262,1.05,8.12,997.64,33.25,0
4.411,-0.206,2.088,8.761,0.83,4.45,949.63,33.25,0
4.484,-0.841,1.976,8.141,0.71,7.0,961.35,33.31,0
4.569,-0.483,2.009,8.834,0.65,6.19,1013.18,33.31,0
4.463,-0.245,2.097,8.898,0.35,4.86,964.66,33.31,0
4.515,0.044,2.09,8.198,0.55,5.04,960.1,33.31,0
4.625,0.051,2.163,9.268,1.07,6.3,971.56,33.31,0
4.771,0.174,2.118,9.674,0.47,5.94,1091.85,33.38,0
4.565,-0.597,1.986,8.224,1.59,4.75,916.48,33.38,0
4.344,-0.305,1.952,7.815,0.71,4.08,900.28,33.38,0
4.42,0.086,1.961,7.91,1.74,3.58,815.93,33.38,0
4.371,-0.483,1.559,5.624,0.5,6.83,769.0,33.38,0
5.291,-0.307,1.885,9.029,0.95,6.65,1053.45,33.38,0
4.737,-0.601,1.942,8.653,0.93,6.36,1049.13,33.44,0
4.557,-0.303,2.021,8.685,0.77,4.73,1027.66,33.38,0
4.627,0.212,2.086,9.024,1.8,5.06,1011.49,33.44,0
4.664,0.752,2.249,9.847,0.83,6.69,1091.35,33.38,0
4.575,-0.742,2.016,8.599,0.44,4.66,991.26,33.44,0
4.714,-0.059,2.302,10.046,0.97,6.42,1064.4,33.44,0
4.695,-0.189,2.139,9.707,0.3,7.4,1116.26,33.38,0
4.555,-0.232,1.907,7.86,1.79,5.39,1050.57,33.44,0
5.515,0.732,2.694,14.267,1.01,4.52,1090.88,33.44,0
4.564,0.469,2.169,9.028,0.42,4.82,982.29,33.44,0
4.513,-0.436,1.97,8.365,1.01,6.76,977.19,33.44,0
4.756,-0.437,2.078,9.811,0.89,3.69,1019.24,33.44,0
4.11,-0.422,1.873,7.239,0.69,5.3,942.84,33.5,0
4.549,-0.056,2.15,9.351,0.9,6.64,985.42,33.5,0
4.513,-0.264,2.132,8.903,0.18,5.49,935.15,33.5,0
4.657,-0.318,2.105,8.739,0.54,4.52,953.31,33.5,0
4.709,-0.02,2.056,8.982,0.58,4.0,1008.46,33.56,0
4.515,0.219,2.091,8.375,0.72,6.49,910.05,33.56,0
4.779,0.014,2.101,9.517,0.68,6.91,1062.3,33.5,0
4.588,-0.101,2.136,9.237,0.81,6.78,1049.23,33.5,0
4.483,-0.459,2.001,8.412,0.29,7.18,1035.44,33.56,0
4.63,0.077,2.165,8.941,0.54,6.44,1075.82,33.56,0
4.533,0.367,2.33,9.907,0.91,5.17,925.71,33.56,0
4.644,-0.087,2.187,9.676,0.92,6.36,1032.68,33.56,0
4.59,0.028,2.101,8.792,0.96,6.68,1025.36,33.56,0
4.574,-0.151,1.98,8.55,0.0,7.76,1014.99,33.62,0
4.664,0.482,2.085,9.341,0.2,5.83,998.29,33.62,0
4.655,0.375,2.049,8.61,2.43,4.53,921.76,33.62,0
4.974,0.4,2.098,9.248,1.33,6.57,1039.74,33.62,0
4.444,-0.312,1.923,8.161,0.77,4.83,940.66,33.69,0
5.303,-0.133,1.897,8.58,0.0,3.83,1104.85,33.62,0
5.33,1.223,2.788,13.958,3.34,4.2,1124.81,33.62,0
4.587,-0.193,1.926,7.978,0.0,5.62,880.94,33.69,0
4.666,-0.16,2.165,9.551,0.3,5.5,960.92,33.69,0
4.463,0.04,2.3,9.842,0.68,6.17,1032.88,33.69,0
4.801,-0.648,1.916,8.488,0.97,5.83,1043.57,33.69,0
4.798,0.162,2.116,9.546,0.77,6.51,1064.78,33.69,0
4.782,0.106,2.183,10.064,0.72,5.24,1071.86,33.69,0
4.744,0.301,1.998,8.383,0.97,5.55,989.19,33.69,0
4.433,-0.389,1.99,8.31,0.42,8.44,1002.63,33.69,0
4.58,-0.569,1.886,8.539,0.4,6.29,1039.53,33.75,0
4.577,0.87,2.224,8.933,0.47,6.18,1052.17,33.75,0
4.654,-0.259,2.01,8.896,0.47,5.18,1014.81,33.75,0
4.641,-0.241,2.016,8.671,2.09,6.07,1031.22,33.75,0
4.387,-0.299,1.983,8.232,1.04,6.43,993.87,33.75,0
4.773,-0.07,2.052,8.98,0.43,5.33,1057.18,33.75,0
4.38,-0.207,2.186,9.108,0.0,5.59,1000.67,33.75,0
4.584,-0.178,1.978,8.561,0.75,6.99,1065.75,33.81,0
4.586,0.137,2.08,8.622,0.76,7.94,1035.63,33.75,0
4.566,-0.203,2.101,8.958,0.93,5.2,991.88,33.81,0
4.822,0.333,2.274,10.253,0.7,6.93,1152.81,33.81,0
4.582,-0.221,2.153,9.035,0.24,6.56,1006.66,33.81,0
4.943,-0.179,2.12,10.108,0.37,6.64,1230.8,33.81,0
4.567,-0.331,1.874,8.207,0.0,4.95,896.31,33.81,0
4.748,0.013,2.174,9.86,0.91,4.76,989.59,33.81,0
6.11,-1.22,1.891,10.341,0.39,3.43,1083.95,33.81,0
4.536,-0.222,2.078,8.94,0.36,7.31,991.99,33.81,0
4.615,0.536,2.315,9.746,0.0,5.83,1042.99,33.81,0
5.008,-0.221,2.327,11.304,1.11,6.82,1183.8,33.81,0
4.477,0.21,2.255,9.476,0.55,6.43,1053.06,33.81,0
4.656,0.367,2.232,9.513,1.28,6.03,1049.05,33.75,0
4.787,0.554,2.52,11.178,1.57,6.64,1146.26,33.75,0
